Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2021-03-01,KaisaLuostarin1,A3,".@Eksote ’n hammashoidossa otetaan käyttöön etävastaanotto, palvelee hyvin myös tilanteessa jossa tartuntariski halutaan minimoida 💻📲https://t.co/ldRWxV7QHZ",.@eksote n hammashoidossa ottaa käyttö etävastaanotto palvella hyvin myös tilanne tartuntariski haluta minimoida _ emoji__emoji__url _,"remote reception is introduced in @eksote's dental care, it also serves well in a situation where you want to minimize the risk of infection 💻📲https://t.co/ldrwxv7qhz",0.5423,positiivinen
2021-03-01,Eksote,A3,"Eksoten hammashoidossa otetaan käyttöön etävastaanotot 1-vuotiaiden lasten hammastarkastuksilla. Rinnalla jatkuvat myös 1-vuotiaiden perinteiset vastaanotot hammashoitoloissa, kunnes etävastaanotot toimivat sujuvasti. #etävastaanotto 
https://t.co/fbnTsstxOH",eksoten hammashoidossa ottaa käyttö etävastaanoto 1-vuotiaiden lapsi hammastarkastuksilla rinnalla jatkua myös 1-vuotiaiden perinteinen vastaanoto hammashoitoloissa etävastaanoto toimia sujuvasti etävastaanotto _ url _,"remote receptions with dental checkups for 1-year-old children will be introduced in eksoten dental care. at the same time, traditional receptions for 1-year-olds in dental clinics will continue until remote receptions work smoothly. #remote reception
https://t.co/fbntsstxoh",0.4939,positiivinen
2021-02-27,MarkkuPatynen,A3,"""Psykoterapian puolella koronavirus on vauhdittanut #etäterapia n käyttöönottoa laajalti, ja kokemukset ovat hyviä. #Etävastaanotto on tullut jäädäkseen."" Tämä kuulostaa KEHITYKSELTÄ ! Joidenkin mielestä, toisten mielestä sitten taas ei - kait.  https://t.co/oSFvJ229uA",psykoterapia puoli koronavirus vauhdittaa etäterapi n käyttöönotto laajalti kokemus hyvä etävastaanotto tulla jäädäknen kuulostaa kehitykseltä mieli mieli sitten taas kait _ url _,"""on the psychotherapy side, the coronavirus has accelerated the widespread introduction of #teletherapy, and the experiences are good. #remote therapy is here to stay."" this sounds like development! in the opinion of some, in the opinion of others then again not - i guess. https://t.co/osfvj229ua",0.69,positiivinen
2021-02-25,MaaretMartta,A3,@UkkolaErkki Vuoden olen hoitanut dee-hoitajan kanssa yhteydenpidon puhelimitse. Viime vuonna diabeteslääkärin kanssa vuositarkastuskin puhelimitse...vai oliko se vuosikeskustelu 🤔.  Etävastaanotto  toimii.  Teams-vastaanottoa  ei  olla  testattu.,@ukkolaerkki vuosi hoitaa deehoitaja yhteydenpito viime vuosi diabeteslääkäri vuositarkastuskin puhelimitse vuosikeskustelu _ emoji _ etävastaanotto toimia teams-vastaanottoa testattu,"@ukkolaerkki for a year, i have been in contact with the dee nurse by phone. last year, the annual check-up with the diabetes doctor was also over the phone...or was it an annual conversation 🤔. remote reception works. teams reception has not been tested.",0.0,neutraali
2021-02-23,Movendos,A3,"Millaisiin tarpeisiin etävastaanotto taipuu,ja mitä etävastaanotto tarkoittaa?Paljonko etävastaanottomäärä on koronan aikana kasvanut, ja miltä tulevaisuus näyttää?Mitä kehittämisessä kannattaa huomioida?https://t.co/soTa1lcwuI
@HealthtechFi #etävastaanotto #chat #Korona #terveys",millais tarpeisiin etävastaanotto taipua etävastaanotto tarkoittaa paljonko etävastaanottomäärä korota aika kasvaa miltä tulevaisuus näyttää kehittäminen kannattaa _ @healthtechfi etävastaanotto korona terveys,"what kind of needs does remote reception meet, and what does remote reception mean? how much has the number of remote receptions increased during the corona virus, and what does the future look like? what should be considered in development? https://t.co/sota1lcwui
@healthtechfi #remote reception #chat #corona #health",0.6641,positiivinen
2021-02-19,MParkkila,A3,"Tärkeä huomioida, että työkyvyn pitkäaikaisen heikentymän arvioimiseen etävastaanotto ei yleensä riitä #työkyky #työkyvyttömyys #lääkärilehti",tärkeä huomioida työkyvy pitkäaikainen heikentymä arvioimiseen etävastaanotto yleensä riittää työkyky työkyvyttömyys lääkärilehtää,it's important to note that remote reception is usually not enough to assess the long-term impairment of work ability #työkyky #työkyvytömmöys #lääkärielehti,0.4767,positiivinen
2021-02-19,HoliTarja,A3,"Totta. Potilasturvallisuus vaarantuu myös silloin, kun potilaan oireisto edellyttää fyysistä lääkärin tutkimusta. On aina arvioitava, riittääkö etävastaanotto, ja jos pienikin epäily sen riittävyydestä, pitää potilas pyytää vastaanotolle.",totta potilasturvallisuus vaarantua myös silloin potilas oireisto edellyttää fyysinen lääkäri tutkimus aina arvioida riittääkö etävastaanotto pienikin epäilyä riittävyydes potilas pyytää vastaanotto,"true. patient safety is also compromised when the patient's symptoms require a physical examination by a doctor. it is always necessary to assess whether remote reception is sufficient, and if there is even the slightest doubt about its adequacy, the patient must request an appointment.",0.4767,positiivinen
2021-02-16,JLapinlampi,A3,@JohannaKukka Etävastaanotto.,@johannakukka etävastaanotto,@johannakukka remote reception.,0.0,neutraali
2021-02-08,JukkaPietinen,A3,"#Sipoo avaa mahdollisuuden #etävastaanotto'on kunnan #terveyspalvelu'issa. Videoyhteyden kautta voidaan hoitaa osa #lääkäri'en ja hoitajien vastaanotoista, jos #potilas niin haluaa ja asia soveltuu etäyhteydellä hoidettavaksi. https://t.co/cSnfIFSrRH",sipoo avata mahdollisuus kunta terveyspalvelu'issa videoyhteyden hoitaa osa lääkäri'en hoitaja vastaanotoinen potilas niin haluta asia soveltua etäyhteyde hoidettavaksi _ url _,"#sipoo opens the possibility of #remote reception in the municipality's #health services. part of the #doctor's and caregivers' appointments can be handled via video connection, if the #patient so wishes and the matter is suitable to be handled remotely. https://t.co/csnfifsrrh",0.2996,neutraali
2021-01-30,Emkine2,A3,"""En ole hirveästi huomannut eroa tavallisen vastaanoton ja etävastaanoton välillä. Jos video- ja ääniyhteys toimivat hyvin, niin siinä saa luotua ihan tosi hyvän vuorovaikutussuhteen asiakkaan kanssa"" #etävastaanotto  https://t.co/8eC3LbRywL #uutisvahti",hirveästi huomata ero tavallinen vastaanotto etävastaanotto video ääniyhteys toimia hyvin niin saada luotua ihan tosi hyvä vuorovaikutussuhteen asiakkaka etävastaanotto _ url _ uutisvahtaa,"""i haven't really noticed the difference between regular reception and remote reception. if the video and voice connection work well, then you can create a really good interaction with the customer"" #etävastaanotto https://t.co/8ec3lbrywl #uutisvahti",0.7501,positiivinen
2021-01-26,Sailab_ry,A3,"""Kansalaisista tulee tasa-arvoisempia, kun #etämonitorointi ja etävastaanotto toimivat ja tuottavat dataa suoraan terveydenhuollolle, ennakoi OYSin lastenneurologian ylilääkäri, professori Johanna Uusimaa Oulun yliopistosta.""
#terveydenhuolto",kansalaisista tulla tasa-arvoisempia etämonitorointi etävastaanotto toimia tuottaa data suoraan terveydenhuollo ennakoida oysin lastenneurologia ylilääkäri professori johanna uusimaa oulu yliopisto terveydenhuolto,"""citizens will become more equal when #remotemonitoring and remote reception work and produce data directly for healthcare, predicts oys' chief physician of pediatric neurology, professor johanna uusimaa from the university of oulu.""
#health care",0.4939,positiivinen
2021-01-21,JuvanLehti,A3,ReissuEllu pysähtuu Juvan Vuorenmaassa ja Koikkalassa ensi viikolla – autossa on mukana muun muassa muistihoitaja ja farmaseutin etävastaanotto https://t.co/4GUPY148E3 https://t.co/rVV9mnSN22,reissuellu pysähtua juva vuorenmaa koikkala ensi viikko auto muun muassa muistihoitaja farmaseutti etävastaanotto _ url _ _ url _,"reissuellu will stop in juvan's vuorenmaa and koikkala next week - the car includes, among other things, a memory nurse and a pharmacist's remote reception https://t.co/4gupy148e3 https://t.co/rvv9mnsn22",-0.296,neutraali
2021-01-15,juhanaojala,A3,"Eksotessa etävastaanotot laajenevat. Tämä tulee olemaan yleinen trendi vuonna 2021, kun kunnat hyödyntävät #rakennerahasto &amp; #tulevaisuudensote hankkeiden tarjoamaa apua digipalveluiden skaalaamiseen. #etähoito #etävastaanotto #videovisit",eksote etävastaanoto laajenea tulla yleinen trendi vuosi kunta hyödyntää rakennerahasto amp tulevaisuudensote hankke tarjoama apu digipalveluis skaalaamiseen etähoito etävastaanotto videovisi,"in esote, remote receptions are expanding. this will be a general trend in 2021, when municipalities use the help offered by the #rakennerahasto & #tulevaisuudensote projects to scale digital services. #remotecare #remotereception #videovisit",0.4019,positiivinen
2021-01-15,KRaapysjarvi,A3,Näillä pakkasilla kotoa vastaanotolle osallistuminen kuulostaa 👌 #digi #etävastaanotto @eksote,pakkasi kotoa vastaanotto osallistuminen kuulostaa _ emoji _ digi etävastaanotto @eksote,"in these cold weather, attending the reception from home sounds 👌 #digi #etävastaanotto @eksote",0.0,neutraali
2021-01-15,Emkine2,A3,"""Asiakas pääsee etävastaanotolla hoitamaan asiansa keskustelemalla suoraan ja turvallisesti ja nopeasti. Pitkät etäisyydet vastaanotolle, parkkiongelmat ja julkisen liikenteen aikataulut ja huonossa säässä vastaanotolle tuleminen jäävät asiakkaalta pois."" #etävastaanotto",asiakas päästä etävastaanotolla hoitaa asia keskustelemalla suoraan turvallisesti nopeasti pitkä etäisyysi vastaanotto parkkiongelma julkinen liikenne aikataulut huono sää vastaanotto tuleminen jäädä asiakkaalta pois etävastaanotto,"""at the remote reception, the customer can take care of his affairs by talking directly and safely and quickly. long distances to the reception, parking problems and public transport schedules and coming to the reception in bad weather are no longer for the customer."" #remote reception",-0.25,neutraali
2021-01-15,Eksote,A3,"Koronavirusepidemian aikana Etelä-Karjalassakin yleistynyt #etävastaanotto on havaittu hyväksi ja toimintaa halutaan kehittää ja laajentaa edelleen. 
Etävastaanotto helpottaa avun saamista ja antamista https://t.co/D9gqmYIE2K",koronavirusepidemia aika etelä-karjalassakki yleistyä etävastaanotto havaita hyvä toiminta haluta kehittää laajentaa edelleen etävastaanotto helpottaa apu saaminen antaminen _ url _,"during the coronavirus epidemic, #remote reception, which became common even in south karelia, has been found to be good, and the operation is wanted to be further developed and expanded.
remote reception makes it easier to get and give help https://t.co/d9gqmyie2k",0.8126,positiivinen
2021-01-14,KeskiKylat,A3,Etävastaanotto-kokeilu Konginkankaan ja Sumiaisten asiakkaille alkanut https://t.co/JAAwODlvxD,etävastaanotto-kokeilu konginkankaan sumiaiste asiakas alkaa _ url _,remote reception trial started for konginkanka and sumiainte customers https://t.co/jaawodlvxd,0.0,neutraali
2021-01-13,aanekoski_city,A3,Etävastaanotto-kokeilu Konginkankaan ja Sumiaisten asiakkaille alkanut https://t.co/XCK5eRY7XL,etävastaanotto-kokeilu konginkankaan sumiaiste asiakas alkaa _ url _,remote reception trial started for konginkanka and sumiainte customers https://t.co/xck5ery7xl,0.0,neutraali
2021-01-06,pre_rehab,A3,Etävastaanotto toimii hyvin mutta terapiasuhteen luomisen kannalta kasvotusten tapahtuva työskentely on tärkeää,etävastaanotto toimia hyvin terapiasuhte luominen kanta kasvotusten tapahtua työskentely tärkeä,"remote reception works well, but in terms of creating a therapeutic relationship, working face-to-face is important",0.6757,positiivinen
2021-01-05,aklinikka,A3,"""Keskusteluavun hakemiseen voi olla turhan korkea kynnys. Kun vastaanotolle lopulta tulee, moni huomaa, että ammattilaisen avulle on suuri tarve ja puhuminen todella helpottaa"", kirjoittaa verkkoterapeuttimme Minna Ylönen. https://t.co/Uuxzvp2BPC #etävastaanotto #läheiset",keskusteluavu hakemise turha korkea kynnys vastaanotto lopulta tulla huomata ammattilaisen avulle suuri tarve puhuminen todella helpottaa kirjoittaa verkkoterapeuttimme minna ylönen _ url _ etävastaanotto läheinen,"""there can be an unnecessarily high threshold for asking for help with talking. when you finally come to the reception, many people notice that there is a great need for the help of a professional and talking really makes it easier,"" writes our online therapist minna ylönen. https://t.co/uuxzvp2bpc #remotereception #näheiset",0.9112,positiivinen
2021-03-31,mattiwaananen,A3,"Mukava auttaa, neuvoa ja opastaa potilaita Etävastaanotolla ❤️.

Etävastaanotto30min toimii! 👍

Tulevaisuudessa yhä useampi hoitokäynti voidaan tehdä joko osittain tai kokonaan etänä #etävastaanotto #puhelu #teamsvideoyhteys #digilääkäri",mukava auttaa neuvo opastaa potilaita etävastaanotolla _ emoji_️. etävastaanotto30min toimia emoji _ tulevaisuudessa yhä usea hoitokäynti tehdä osittain kokonaan etänä etävastaanotto puhelu teamsvideoyhteys digilääkäri,"nice to help, advise and guide patients with remote reception ❤️.

remote reception for 30 minutes works! 👍

in the future, more and more treatment visits can be done either partially or completely remotely #etävastaanotto #puhelu #teamsvideoyhtse #digilääkäri",0.6996,positiivinen
2020-12-14,Movendos,A3,"Lappeenrannan Työterveys otti syksyllä 2020 käyttöön mClinic-etävastaanottopalvelun. Toimitusjohtaja Jussi Talka kertoo kokemuksistaan: #etävastaanotto #digitalisaatio #chat #viestintä #korona #työterveyspalvelut #movendoshealthplatform
https://t.co/BQNxPFYAZg https://t.co/umvOIqld34",lappeenranta työterveys ottaa syksy käyttö mclinic-etävastaanottopalvelu toimitusjohtaja jussi talka kertoa kokemuksi etävastaanotto digitalisaatio viestin koro työterveyspalvela movendoshealthplatform _ url _ _ url _,"in autumn 2020, lappeenranta työterveys introduced the mclinic remote reception service. ceo jussi talka talks about his experiences: #etävastaanotto #digitalisaatio #chat #viestintä #korona #työterveyspalvelut #movendoshealthplatform
https://t.co/bqnxpfyazg https://t.co/umvoiqld34",0.0,neutraali
2021-04-10,mattiwaananen,A3,"Mukava auttaa, neuvoa ja opastaa potilaita Etävastaanotolla ❤️.

Etävastaanotto30min toimii! 👍

Tulevaisuudessa yhä useampi hoitokäynti voidaan tehdä joko osittain tai kokonaan etänä #etävastaanotto #puhelu #teamsvideoyhteys #digilääkäri #SecondOpinion",mukava auttaa neuvo opastaa potilaita etävastaanotolla _ emoji_️. etävastaanotto30min toimia emoji _ tulevaisuudessa yhä usea hoitokäynti tehdä osittain kokonaan etänä etävastaanotto puhelu teamsvideoyhteys digilääkäri secondopinio,"nice to help, advise and guide patients with remote reception ❤️.

remote reception for 30 minutes works! 👍

in the future, more and more treatment visits can be done either partially or completely remotely #etävastaanotto #puhelu #teamsvideoyhtse #digilääkäri #secondopinion",0.6996,positiivinen
2021-04-21,Axeli100,A3,@ErnolaJari @JRiihijarvi @HarriSyrjalaine Ainakin itsellä on etävastaanotto.,@ernolajari @jriihijarvi @harrisyrjalaine ainakin itste etävastaanotto,@ernolajari @jriihijarvi @harrisyrjalaine at least you have remote reception.,0.0,neutraali
2021-07-09,Pihlajalinna,A3,"#Pihlajalinna Terveyssovelluksen etävastaanotto palvelee jatkossa ympäri vuorokauden. Uudistuksen myötä Pihlajalinnan yksityisasiakkailla on mahdollisuus päästä etävastaanotolle aina, kun sille on tarve.

Lue lisää 👉 https://t.co/biknE2bGJS

#KokoSuomenLääkärikeskus https://t.co/DcW2ETGnqB",pihlajalinna terveyssovelluknen etävastaanotto palvella jatko vuorokausi uudistuksen pihlajalinna yksityisasiakkailla mahdollisuus päästä etävastaanoto aina tarve lukea lisää _ emoji _ _ url _ kokosuomenlääkärikeskus _ url _,"#pihlajalinna the remote reception of the health application will serve around the clock in the future. with the renovation, pihlajalinna's private customers have the opportunity to access remote reception whenever they need it.

read more 👉 https://t.co/bikne2bgjs

#kokosuomenlääkärikeskus https://t.co/dcw2etgnqb",0.4215,positiivinen
2021-07-02,h_jauhonen,A3,"@AJuntumaa @MrJaniR @Fimea @Laakariliitto @PALKO_HTA #etävastaanotto työajankäyttöä emme tiedustelleet. #reseptinuusiminen potilasta kohtaamatta 52 % vastasi uusimistyölle varatun riittävästi aikaa; 24 % aikaa varattu, muttei riittävästi; 24 % ettei aikaa ole varattu lainkaan. #lääkehoitopäätös @Fimea @Laakariliitto @Kelantutkimus",@ajuntumaa @mrjanir @fimea @laakariliitto @palko_hta etävastaanotto työajankäyttö tiedustella reseptinuusiminen potilas kohtaamas vastata uusimistyö varatun riittävästi aika aika varata riittävästi aika varata lainkaan lääkehoitopäätös @fimea @laakariliitto @kelantutkimus,"@ajuntumaa @mrjanir @fimea @laakariliitto @palko_hta #remote reception we did not inquire about working time. #renewal of the prescription without meeting the patient 52% answered that there was enough time allocated for the renewal work; 24% of time reserved, but not enough; 24% that no time has been reserved at all. #lääkehoitopätsä @fimea @laakarilitto @kelantutkimus",-0.4215,negatiivinen
2021-06-30,AkisAkkep,A3,"@Hyvinvointiala Nopea ja kätevä, niinpä niin. Etävastaanotto ei korvaa vaan täydentää. Vertailunne ontuu.
Puhelinlääkäri voi olla myös kunnallinen.",@hyvinvointiala nopea kätevä niinpä niin etävastaanotto kora täydentää vertailunne ontua puhelinlääkäri myös kunnallinen,"@hyvinvointiala fast and convenient, that's right. remote reception does not replace but complements. your comparison is lame.
a telephone doctor can also be a municipal doctor.",-0.5719,negatiivinen
2021-06-30,MrJaniR,A3,Lääkärien mielestä etävastaanotto ei voi korvata kliinistä tutkimusta tai vuorovaikutusta kasvotusten. Lue lisää: https://t.co/RuiU07m0AE #lääkäri #lääkehoitopäätös #lääke #etähoito @Fimea @Laakariliitto @Kelan_tutkimus @PALKO_HTA https://t.co/B2IgjYIe0N,lääkärien mieli etävastaanotto korvata kliinistä tutkimus vuorovaikutus kasvotusten lukea lisää _ url _ lääkäri lääkehoitopäätös lääke etähoito @fimea @laakariliitto @kelan_tutkimus @palko_hta _ url _,"according to doctors, remote reception cannot replace a clinical examination or face-to-face interaction. read more: https://t.co/ruiu07m0ae #lääkäri #lääkehoitopätäsätä #lääke #etähoito @fimea @laakarilitto @kelan_tutkimus @palko_hta https://t.co/b2igjyie0n",0.0,neutraali
2021-06-24,HurskainenUlla,A3,"Yksi lääkärin etävastaanotto, myrskyn tuhoamaksi joutuneen grillin seuraajan etsintä, ruokaostokset sekä kaksi autolastillista tavaraa, grillin kasaaminen ja juomat jäissä. Tehty! 

Nyt voi kuulkaas alkaa #loma!",lääkäri etävastaanotto myrsky tuhoamaksi joutua grillin seuraaja etsin ruokaostoknen autolastillinen tavara grilli kasaaminen juoma jäissä tehdä nyt kuulkaas alkaa loma,"one remote doctor's appointment, the search for a follower of the grill that was destroyed by the storm, grocery shopping and two car loads of stuff, assembling the grill and drinks in ice. made!

now you can finally start the #holiday!",-0.2695,neutraali
2021-06-15,janaarnikoivu,A3,"@lapinpuolustaja @martkyll Siitä vaan jatkokehittelemään. Minulla mobiilissa julkisen etävastaanotto, käyn fyysisesti paikalla vain pakosta. Kaikki ei toki kykene/halua, mutta teknologia mahdollistaa jo aika paljon. Palveluprosesseissa olisi aika paljon kehitettävää.",@lapinpuolustaja @martkyll jatkokehittelemään julkinen etävastaanotto käky fyysisesti paikka vain pakosta toki kykene halu teknologi mahdollistaa jo aika paljon palveluprosesseissa aika paljon kehitettävä,"@lapinpuuloustaja @martkyll let's keep developing it. i have public remote reception on my mobile, i only go there physically out of necessity. of course, not everyone is able/willing to, but technology already makes quite a lot possible. there would be quite a lot to develop in the service processes.",0.0,neutraali
2021-06-12,jaakkohelander,A3,"Hyvin pelaavat yhteydet pirtistä maailmalle. Aamun #etävastaanotto on päättynyt. Tästä takaisin lomamoodiin. Vielä kun saderintama menee yli, ja aallokko hieman hellittää, päässee Ylikylän puolelle kauppaan. #saarikesä #psykoterapia https://t.co/Sa1rx3XF6q",hyvin pelaaa yhteys pirtistä maailma aamu etävastaanotto päättyä takaisin lomamooda vielä kun saderintama mennä yli aallokko hieman hellittää päässta ylikylä puoli kauppa saarikesä psykoterapia _ url _,"connections from cheerful to the world play well. the morning #remote reception has ended. here's back to vacation mode. even when the rain front passes, and the waves calm down a bit, you can go to ylikylä side to shop. #saarikesä #psychotherapy https://t.co/sa1rx3xf6q",0.8519,positiivinen
2021-06-09,harhanuoli,A3,Mulla on etävastaanotto ja oon sillee miten tätä ajetaan en ymmärrä,etävastaanotto silleen miten ajaa ymmärtää,i have remote reception and i don't understand how to run this,0.0,neutraali
2021-06-07,alasaarela,A3,@aakorhonen Esim. terveydenhuollossa lääkärin vastaanotot voi ulkoistaa maksamalla yksityisille toimijoille 50€ per etävastaanotto ja päästää kaikki toimijat tarjoamaan digitaalisia ja etäpalveluja. Fyysinen vastaanotto maksaa 350€ ja 75% niistä voi tehdä turvallisesti etänä.,@aakorhonen esim terveydenhuollo lääkäri vastaanoto ulkoistaa maksamalla yksityinen toimijoi etävastaanotto päästää toimija tarjota digitaalisia etäpalvelu fyysinen vastaanotto maksaa tehdä turvallisesti etä,"@aakorhonen for example, in healthcare, doctor's appointments can be outsourced by paying private operators €50 per remote appointment and allowing all operators to offer digital and remote services. a physical reception costs €350 and 75% of them can be done safely remotely.",0.4939,positiivinen
2021-06-04,AJuntumaa,A3,"Etävastaanotto ei saa olla juniorilääkärin ykköstyötä. Tarvitaan hyvää ohjausta ja paljon lähivastaanottoa ensin. Harjaannus vie vuosia.
https://t.co/cDFKiImUWe",etävastaanotto saada juniorilääkäri ykköstyö tarvita hyvä ohjaus paljon lähivastaanotto ensin harjaannus viedä vuosi _ url _,"remote reception must not be the primary job of a junior doctor. you need good guidance and a lot of close reception first. training takes years.
https://t.co/cdfkiimuwe",0.4404,positiivinen
2021-06-03,castielciel,A3,JES!! Sain ekan ajan neuropsykapolille. Etävastaanotto mut silti je s,jes saada eka aika neuropsykapoli etävastaanotto silti je s,yes!! i got my first appointment at neuropsychapolis. remote reception but still je s,0.3472,neutraali
2021-06-01,BarlundMaarit,A3,"@mediuutiset Etävastaanotto on myös työnantajan asia. ICT ratkaisun tulee olla käytössä sujuva, tuki saatavilla, koulutus järjestetty ICT ja etävastaanottoon sekä mahdollisuus ohjata vastaanotolle tarvittaessa.",@mediuutiset etävastaanotto myös työnantaja asia ict ratkaisu tulla käyttö sujuva tuki saada koulutus järjestää ict etävastaanotto mahdollisuus ohjata vastaanotto tarvita,"@mediuutiset remote reception is also a matter for the employer. the ict solution must be easy to use, support available, training organized for ict and remote reception, and the possibility to refer to the reception if necessary.",0.7906,positiivinen
2021-06-01,mediuutiset,A3,"Etävastaanotto on myös lääkärin asia – Vaikka etävastaanotto sopisi potilaalle, niin sopiiko se lääkärille? https://t.co/0mRfzKlWkJ",etävastaanotto myös lääkäri asia etävastaanotto sopa potilas niin sopiiko lääkäri _ url _,"remote reception is also the doctor's business - even if remote reception is suitable for the patient, is it suitable for the doctor? https://t.co/0mrfzklwkj",0.0,neutraali
2021-05-27,MoilanenPiia,A3,"#Etävastaanotto lyhentää jonotusaikoja &amp; säästää kustannuksia. Ja tietysti, vähentää tartuntariskiä. Miten turvallinen ja integroituva etävastaanotto hankitaan? Tule mukaan webinaariin @hankintakeino  9.6. Mukana @DigiFinlandOy  ja @OsaangoLtd  Tule mukaan https://t.co/7obekXvyAx",etävastaanotto lyhentää jonotusaiko amp säästää kustannus tietysti vähentää tartuntariski miten turvallinen integroituva etävastaanotto hankita tule mukaan webinaariin @hankintakeino 9.6. . @digifinlandoy @osaangoltd tule _ url _,"#remote reception shortens waiting times & saves costs. and of course, reduces the risk of infection. how do you get secure and integrated remote reception? join the webinar @hankintakeino 9.6. with @digifinlandoy and @osaangoltd join us https://t.co/7obekxvyax",0.5719,positiivinen
2021-05-26,PekkaHagstrom,A3,@tyttimaatta Etävastaanotto saattaa olla ratkaisu syrjäseutujen lääkäripulaan. #sote,@tyttimaatta etävastaanotto ratkaisu syrjäseutu lääkäripula sote,@tyttimaatta remote consultation may be the solution to the shortage of doctors in remote areas. #sote,0.0772,neutraali
2021-05-26,patkeskus,A3,"#Etävastaanotto edellyttää kokemusta ja harkintaa. 
https://t.co/7mFF6nGyOz

#potilasturvallisuus",etävastaanotto edellyttää kokemus harkintaa _ url _ potilasturvallisuus,"#remote reception requires experience and consideration.
https://t.co/7mff6ngyoz

#patientsafety",0.0,neutraali
2021-05-25,AnnetteKainu,A3,"@AJuntumaa Ehdottomasti! Etävastaanotto on paljon vaativampaa, edellyttää hyvää kliinistä kokemusta ja paljon fyysisiä kohtaamisia jotta esimerkiksi osaa kysyä myös niitä asioita, joita potilas ei itse huomaa kertoa. Useampi vuosi pitää olla työkokemusta, ehdottomasti.",@ajuntumaa ehdottomasti etävastaanotto paljon vaativa edellyttää hyvä kliinistä kokemus paljon fyysinen kohtaamisia esimerkiksi osata kysyä myös asia potilas itse huomata kertoa useampi vuosi työkokemunen ehdottomasti,"@ajuntumaa absolutely! remote reception is much more demanding, requires good clinical experience and a lot of physical encounters in order to, for example, know how to ask even those things that the patient does not notice to tell himself. must have more than one year of work experience, absolutely.",0.31,neutraali
2021-05-25,EskolaVesa,A3,"Olen kokenut erikoislääkäri. Olen etävastaanottoa tehnyt hiukan. Se on parhaimmillaan tutun potilaan kanssa. Parasta kuitenkin vastaanotolla kasvokkain. #etävastaanotto Lääkärien etävastaanotot yleistyvät -  ""Kokisin haastavana"" https://t.co/H27ai1KiWW",kokea erikoislääkäri etävastaanotto tehdä hiukan parhaimmillaan tuttu potilas parasta kuitenkin vastaanotto kasvokkain etävastaanotto lääkäri etävastaanoto yleistyä kokisi haastava _ url _,"i am an experienced specialist. i have done a bit of remote reception. it is best with a familiar patient. however, the best thing is at the reception face to face. #etävastaanotto doctors' remote appointments are becoming more common - ""challenging kokis"" https://t.co/h27ai1kiww",0.8824,positiivinen
2021-05-25,h_jauhonen,A3,Lääkärien etävastaanotot yleistyvät. Selvitämme Lääkehoitopäätökset kyselyssä lääkäreiden mielipiteitä #etävastaanotto soveltuvuudesta eri tilanteisiin. Tuloksia julkaisemme kesäkuussa. #lääkäri @Kelantutkimus @Laakariliitto @fimea https://t.co/PorOhFxJb0,lääkärien etävastaanoto yleistyä selvitämme lääkehoitopäätös kysely lääkäreiden mielipide etävastaanotto soveltuvuudesta eri tilanteisi tuloksia julkaisemme kesäkuu lääkäri @kelantutkimus @laakariliitto @fimea _ url _,remote doctors' appointments are becoming more common. we find out doctors' opinions about the applicability of #remote reception in different situations in the lääkehoitokräslet survey. we will publish the results in june. #doctor @kelantutkimus @laakarilitto @fimea https://t.co/porohfxjb0,0.0,neutraali
2021-05-25,MManelius,A3,#Sosiaalityöntekijä’n ja #psykoterapeutti’en etävastaanotto vaatii myös kokemusta. #etävastaanotto lisääntyy ja aiheesta tarvitaan avointa keskustelua.,sosiaalityöntekijä n psykoterapeutti etävastaanotto vaatia myös kokemus etävastaanotto lisääntyä aihe tarvita avoin keskustelu,the remote reception of #social worker and #psychotherapist also requires experience. #remote reception is increasing and an open discussion is needed on the subject.,0.0,neutraali
2021-05-25,rautiainen_ismo,A3,Etävastaanottotyö vaatii kokemusta ja siksi kaikki eivät voisi sitä tehdä. Palvelujen järjestäjältä se vaatii asiakkaiden segmentointia. Etävastaanotto on mahdollisuus ja oikein toteutettuna se vapauttaa resursseja myös perinteiseen vastaanottotyöhön. https://t.co/AUUWKhdGBU,etävastaanottotyö vaatia kokemus siksi tehdä palvelujen järjestäjältä vaatia asiakas segmentointi etävastaanotto mahdollisuus oikein toteuttaa vapauttaa resurssi myös perinteinen vastaanottotyö _ url _,"remote reception work requires experience and therefore not everyone could do it. it requires customer segmentation from the service provider. remote reception is an opportunity and, if implemented correctly, it frees up resources for traditional reception work as well. https://t.co/auuwkhdgbu",0.7269,positiivinen
2021-05-25,KomulainenSilja,A3,Etävastaanotto vaatii lääkäriltä kliinistä kokemusta. Etävastaanotoilla toimimista tulee ottaa myös perusopetukseen.https://t.co/hk89CWPxCG,etävastaanotto vaatia lääkäri kliinistä kokemus etävastaanotoilla toimimista tulla ottaa myös perusopetukseen.https://t.co/hk89cwpxcg,remote reception requires the doctor to have clinical experience. working at remote receptions should also be included in basic education.https://t.co/hk89cwpxcg,0.0,neutraali
