Date,Username,Tweet
2019-01-17 09:24:27+00:00,mediuutiset,"Etälääkäri helpottaa akuuttia lääkäripulaa Keski-Suomessa. Samalla testataan, tulisiko etävastaanotosta pysyvämpi käytäntö.
https://t.co/Ap4U2db8Fc"
2019-01-17 07:59:27+00:00,seututk,Olisiko etävastaanotosta täydentämään ja sujuvoittamaan normaalia vastaanottotoimintaa jatkossakin? 🤔 https://t.co/Av0PFMINwR #etälääkäri #seututk #osaavaalähipalvelua #asiakkaanparhaaksi
2019-01-14 06:42:01+00:00,MehilainenOy,"Mehiläisen valtakunnallisessa asiakaspalvelukeskuksessa on tarjolla etälääkärin työ! #Etälääkäri työskentelee osana OmaTyöterveys-palvelua, joka on Mehiläisen Työelämäpalvelun avainasiakkaille räätälöity palvelu. Lue lisää: https://t.co/EIENyhfMsa #mehiläinen #avoimettyöpaikat https://t.co/mVSxut7ZfS"
2018-12-07 08:18:05+00:00,SallaKarkkainen,"Kun @Lahi_Tapiola’n #Terveyshelppi päivän pelasti ✨ Pikkupojalla alkava silmätulehdus, kotikunnan terveyskeskus ei ottanut vastaan, seuraavalle matkaa 50-60 km. Etälääkäri katsoi kuvat, keskusteltiin ja resepti apteekissa. Kiitän 5tähden asiakaskokemuksesta, jälleen!"
2018-11-22 09:03:03+00:00,Mikolanniemi,"Lähellä lääkäripalveluja asuvana totean, että koen myös hyötyväni etälääkäripalvelusta.

Voin kuvitella, että hyöty korostuu silloin, kun etäisyyttä lähimpään hoitopaikkaan on enemmän.

#LähiTapiola #TerveysHelppi #etälääkäri #elämänturva

 https://t.co/TEIP0UPBms https://t.co/DDsEfj3JFU"
2018-11-17 06:20:52+00:00,KTornroos,@PohjolaTerveys ja uusi sovellus! Tätä kautta tulee vaikka etälääkäri kotisohvallesi! Todella näppärän tuntuinen sovellus 👍 #pohjolaterveys https://t.co/8p7KxK8Kzi
2018-11-15 10:30:26+00:00,TuulaMohamud,Etälääkäri palvelut tehostavat lääkäripalvelua. Ehkä jatkossa digin avulla lääkäriresurssit riittävät jatkossakin? https://t.co/siigC9nlSP
2018-10-16 11:18:45+00:00,VirpiHeikkila,"tutkimuksessa halutaan verrata, päätyykö perinteinen lääkäri bakteerien aiheuttamissa nielurisatulehduksissa samaan diagnoosiin kuin etälääkäri -- käytännössä tämä tapahtuu niin, että etänä diagnosoidut tapaukset ohjataan käymään lisäksi terveyskeskuslääkärillä"
2018-10-15 11:47:18+00:00,TimoRautiainen2,"⁦@Lahi_Tapiola⁩ 
#TerveysHelppi 

LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua | Talouselämä https://t.co/HcVlyZK6ei"
2018-10-15 08:30:30+00:00,IrmeliSuvanto,"LähiTapiola etälääkäri pilotoin tuloksia: Etälääkäri tuo ­hurjat säästöt, mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/GNp3dZLtqT"
2018-10-14 13:49:24+00:00,Tommi_Lauren,Vaikuttava tulos. Etälääketiede on tulevaisuutta. #vakuutus #lähitapiola #etälääkäri
2018-10-13 13:29:45+00:00,kohmo_minna,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/4VWZkwwKaO
2018-10-12 18:17:36+00:00,VilliLilli,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/OT6SLyfQoV
2018-10-12 17:37:19+00:00,pasi_aakula,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/v5kGnV9p01
2018-10-12 15:24:11+00:00,NihtinenJuha,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/G35g9k1SJL
2018-10-12 12:04:58+00:00,VilleLahti5,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/9vf7Qm1Jm0
2018-10-12 10:57:05+00:00,harriheikkiaho,LähiTapiola pilotoi: Etälääkäri tuo ­hurjat säästöt – mutta elintapamuutoksista ei suomalaiselle kannata verkossa puhua https://t.co/D6tnE06L76
2018-10-10 05:03:04+00:00,ePressicom,Flunssavirukset ja enterovirukset jylläävät nyt – etälääkäri arvioi yhä useammin asiakkaan omia valokuvia: Fluns... https://t.co/Mq1EJhmdpk
2018-10-10 05:02:59+00:00,ePressicom,Flunssavirukset ja enterovirukset jylläävät nyt – etälääkäri arvioi yhä useammin asiakkaan omia valokuvia: Fluns... https://t.co/0xeo8azr5c
2018-10-07 06:31:58+00:00,SamuelSorainen,"12 ihmistä käynyt kuussa, vain yksi purjehtinut maailman ympäri aitoon #GoldenGlobeRace -tyyliin. Suomalainen #yksinpurjehtija Tapio Lehtinen maailman vaativimmassa kisassa nyt viidentenä, kiitos kirkkonummelaisten #radioamatööri’en ja #etälääkäri’n. https://t.co/zwRoZmKxLV"
2018-09-25 08:34:06+00:00,mattiwaananen,"Hyvästi googlediagnoosit, kun terveydenhuollon Omaolo-palvelu laajenee – tarvetta lääkärikäyntiin voi... https://t.co/ORL8AijCJW #etälääkäri"
2018-08-29 07:58:00+00:00,ylejyvaskyla,Ainoa sote-kokeiluissa etävastaanottoa tarjoava yksityinen yritys on viime vuoden kesäkuussa kokeiluun liittynyt jyväskyläläinen Medics24.  https://t.co/YIHp0bcOX8 #sote #kokeilu #etälääkäri #Jyväskylä #terveys
2018-08-29 07:35:38+00:00,KiviluotoMiia,#digi #sote ei vielä näy uudistuksen sote-kokeiluissa. Etälääkäri on näppärä ratkaisu esimerkiksi yrittäjälle - säästyy matkustamisen vaivalta ja silti saa riittävän henkilökohtaista palvelua.
2018-08-06 05:56:45+00:00,Acute_Finland,"Sähköiset palvelut täydentävät tuttuja terveyspalveluja. Moni sähköinen työkalu parantaa hoidon saavutettavuutta ja asiakaskokemusta. Lue hyviä esimerkkejä Acusfääri-digilehdestämme. #acusfääri #acute #digitalisaatio #etälääkäri #sote
https://t.co/82ZVFeDIa5"
2018-07-30 12:09:19+00:00,Maaninkavaara,@Podopolin @katimartinson se on visiin se #etälääkäri sanan varsinaisessa merkityksessä....
2018-06-29 15:47:47+00:00,petra_karppinen,"Helppoutta ja nopeutta arvostetaan. Etälääkäri säästää aikaa ja vaivaa, asiantuntijan nopea vastaus rauhoittaa #lähitapiola #terveyshelppi https://t.co/Oi88Z5MGwc"
2018-06-22 07:54:53+00:00,AavaLk,Etävastaanottoja 📞 Aavasta jo yli 15 erikoisalalle. Lääkäri soittaa varattuna aikana ja asiat jotka eivät vaadi fyysistä tutkimista hoituvat vaikka laiturin nokasta. Tarkempaa tietoa 👉 #etälääkäri #digi #sote https://t.co/LwnmZoP9jP
2018-05-31 11:00:46+00:00,NearRealLtd,#etävastaanotto #etälääkäri #remotehealthcare #eHealth https://t.co/BKz9HvuChS
2018-05-24 08:49:26+00:00,nhynnine,"Teknologia vanhuksen kotona asumisen tukena Uudellamaalla: etäkuntoutus, etäpäivätominta, etäkotihoito, etäryhmäruokailu, etälääkäri, kuoleman toteaminen etänä. Kotihoidon käynti 43€ ja virtuaalikäynti 5€ #stm #Kärkihanke https://t.co/NZv8LjR3tf"
2018-05-16 10:33:31+00:00,Satu_Rsnen,Lääkelain muutosehdotus herättää kysymyksiä: eihän #etälääkäri ole tulevaisuudessa lääkeautomaatti? Potilaalla on oikeus hyvään hoitoon ja tarvittaessa pääsy lääkärille. https://t.co/BvC3kvVpdr
2018-05-04 15:12:17+00:00,MutkaAm,#etälääkäri #soteuudistus #digisote Hienoa innovointia Jyväskylässä! https://t.co/bUYTusfKTF
2018-05-03 19:48:12+00:00,Piijaaijanen,"""Terveyspalveluiden ostamisen kuuluisi olla yhtä helppoa kuin etäasioiminen verkkopankissa"" https://t.co/dpIdZNKsQA #etälääkäri #businessjkl #mitamuroja #soteuttamo #rikastamo #hyvinvoinnistaelinvoimaa @fimedics24"
2018-04-26 12:02:06+00:00,ErkkiKostiainen,Apteekkari Päivi Järvinen kertoi kokemuksistaan uusien palveluiden tarjoamisesta #apteekki #terveyspiste #etälääkäri #APTEEKKARI2018 https://t.co/0wRrJYhJ65
2018-03-26 05:29:13+00:00,HoivaJaTerveys,"#Etälääkäri'n ero ”normilääkäriin” tulisi olla tavoitettavuudessa, eli paikasta ja ajasta riippumatta hoidon #laatu on aina yhtä luotettavalla tasolla, arvioi Digiklinikan vastuulääkäri Toni Keski-Jyrä @MehilainenOy H&amp;T-kumppaniblogissa. #sote #digitalist https://t.co/gXkhrKH2Vu"
2018-03-08 15:19:41+00:00,villekoiste,"""Työterveyshoitaja ja etälääkäri muodostavat hoitoketjun, joka hoitaa jopa 50 % yhteydenotoista etänä"" @AavaLk  https://t.co/Bpu0jYxO6L"
2018-02-22 05:37:10+00:00,turunsanomat,#Etälääkäri'ä käyttää vasta murto-osa – #kunnat innostuneet hoitamaan muistisairaita nettiyhteyksien avulla (TS+) #turunsanomat #turku #muistisairaat #etäpotilas #muistihoitaja #etähoito https://t.co/pTykGZWJWL
2018-02-15 08:34:47+00:00,ForsbergJanneJ,"Ihmetystä herätti itsessäkin, kun n. kk sitten törmäsin potilaaseen, joka oli  #etälääkäri'ltä chattaamalla saanut antibiootin keuhkoputkentulehdukseen. Minusta tässä asiassa voisi ottaa oppia länsinaapurista. #antibioottiresistenssi
https://t.co/TuMkViRTj7"
2018-02-12 11:54:47+00:00,SuomiTerveeksi,"Tarvitsisiko myös Suomi suositukset siitä, mitä infektiotauteja voi diagnosoida ja hoitaa antibiooteilla #etälääkäri'n vastaanotolla? #antibiootti #sote #mikrobiresistenssi https://t.co/Dw2ICapt0D"
2018-02-10 09:49:34+00:00,aronkyto,"Antibiootteja ei saa määrätä etänä #etälääkäri #sote #diagnoosi
https://t.co/H7uDQC4sRm"
2018-02-09 16:53:13+00:00,Niemelaanna,Onko #etälääkäri #antibiootti’automaatti? Mitä sairauksia voi hoitaa etänä? #sote  https://t.co/pKyk3CP68M
2018-02-09 16:45:38+00:00,JarmoKantonen,"@lasleh #Lääkärirälssi turvaa potilas-lääkärisuhteen säilymisen, potilasturvallisuuden ja samalla oman #toimeentulon’sa vakaana. Uusi aikakausi uusin työtavoin tullee kuitenkin vääjäämättä #etälääkäri @mediuutiset"
2018-02-09 10:54:55+00:00,ninamairi,"""Osa aikuisista ja useimmat lapset eivät osaa kertoa selvästi tilanteestaan. Siksi pienten lasten etähoitaminen on eettisesti väärin."" 

Mitä mieltä sinä olet, kysyy @elinaheino kirjoituksessaan. #etälääkäri #digilääkäri https://t.co/Fmnnel6z0t"
2018-02-02 07:14:41+00:00,MehilainenOy,"Sekoittiko julkisen liikenteen lakko suunnitelmat? Muistathan, että etälääkärin vastaanotolle pääset OmaMehiläisen kautta vaikka omalta kotisohvalta! Lue lisää 👉 https://t.co/M3blBsaN6S #mehiläinen #omamehiläinen #digiklinikka #etälääkäri #lakko https://t.co/2r6ZYDOjBM"
2018-02-01 10:01:54+00:00,scienceparkFI,"Yhdellä kosketuksella viestinnän palvelukokonaisuuksia yrityksille, julkiselle sektorille sekä sosiaali- ja terveydenhuoltoalalle: https://t.co/rBtgYxXjH1 #etälääkäri #etädiagnostiikka #terveysteknologia https://t.co/CsOSvFdHG8"
2018-01-30 04:43:48+00:00,HeliVuori,"@RNikander Kyllä! Lääkäri kädenojennuksen päässä. Joka sitten ohjaa eteenpäin, jos tarvis #etälääkäri #TerveysHelppi #LähiTapiola #Virtuaalisairaala"
2018-01-23 16:51:00+00:00,KyostiK,"Huomenna otetaan varhainen startti aamuun ⏰, kun Huomenta Suomen lauteilla @tikkanenjani ja @tuomOikarainen juttelemassa #terveys #etälääkäri #virtuaalisairaala 🔥🔥 https://t.co/CIrlS85uJZ"
2017-12-16 16:12:31+00:00,KALehto,"@KyostiK Kova, mutta ei yllättävä. Lääkäriin mennään usein monessa työpaikassa vaaditun poissaolotodistuksen takia, usein varsinkin lasten kanssa varmuudeksi, aikuiset hakevat reseptiä vaikka syy olisi selvä. #Etälääkäri toimii näissä kaikissa tosi hyvin!"
2017-12-14 19:11:05+00:00,JuhaKe,Hyvin toimi etälääkäri. Silmät rähmässä etälääkärille https://t.co/J0AmcJbWOw #lääkäri #terveys #etälääkäri #palvelumuotoilu #asiakaskokemus @MehilainenOy #lapset #lapsiperhe #mehiläinen #lääkäriasema #hyvinvointi
2017-12-01 13:11:38+00:00,theFieni,"@Ruiskukkahattu Joo, en mäkään selvitellyt sen kummemmin. Vakuutukset laitoin kuntoon ja nyt tosiaan käytän Mehiläistä, koska se on lähin. Se etälääkäri on todella kätevä!"
2017-11-29 07:40:19+00:00,JohannaKivisto,"Terveydenhuollon asiakaskohtaamisissa etäpalvelu tulee olemaan täysin rinnastettavissa fyysiseen palveluun. Artikkelin lopussa linkki ”Millainen on tulevaisuuden asiakaskohtaaminen terveydenhuollossa"" -webinaaritallenteeseen. #etälääkäri #asiakaskokemus https://t.co/kBOC4yF0KC"
2017-11-14 09:44:31+00:00,MasaTervonen,Nyt kyllä piirilääkärit pyörivät haudoissaan. #digi #etälääkäri https://t.co/oXytKrPBVM
2017-11-10 15:15:35+00:00,MinnaPihlava,Jopas. Etälääkäripalvelut epäilyttävät Britanniassa. #etälääkäri https://t.co/ZdtyTEg4kO
2017-11-08 10:14:47+00:00,leikkonen,Etälääkäri on lähellä - Pännäisten apteekissa avattiin etälääkärivastaanotto kirjoitti Pietarsaarensanomat #etälääkäri #apotek #apteekki #bothniaapteekki #distansläkare #videoläkare https://t.co/4esMIR2wt1
2017-11-03 18:42:54+00:00,korhoneneerikki,Terveydenhoito hyödyntää digitalisaatiota - Kymenlaaksossa hyviä tuloksia 👍 #digisuomi #terveydenhoito #etälääkäri #kymenlaaksonousuun https://t.co/ZLCsVQHR5y
2017-10-31 13:12:31+00:00,Terveystalo,#Chat-vastaanotolla ei tarvitse mennä fyysisesti lääkäriin ja asiointi onnistuu nopeasti: https://t.co/U2p0lfkiN8 #digipalvelut #etälääkäri https://t.co/NJR2SRTiob
2017-10-31 03:15:03+00:00,tilaajille,Etälääkäri säästää aikaa ja rahaa https://t.co/8WDFb6qf4Y
2017-10-30 15:27:25+00:00,BothniaApteekki,I Bennäsapoteket går det att träffa doktorn i nätet #apotek #emottagning #bothniaapteekki #bennäsapotek #etälääkäri #pedersöre https://t.co/VEqqF5AYUH
2017-10-30 11:50:20+00:00,BothniaApteekki,I Bennäsapoteket gåt det att träffa doktorn #apotek #emottagning #bothniaapteekki #bennäsapotek #etälääkäri #pedersöre https://t.co/N3L7ADOoZn
2017-10-30 11:25:32+00:00,BothniaApteekki,I Bennäsapoteket går det att träffa doktorn #etälääkäri #distansläkare #uusilääkäri #apotek #bothniaapteekki #bennasapotek #emottagning https://t.co/A39aauQiP9
2017-10-27 19:09:46+00:00,leikkonen,Etälääkäriä esittelimme TK-lääkäreille ja paikalliselle lehdistölle #bothniaapteekki #bennäsapotek #doctagon #etälääkäri #pietarsaari https://t.co/Aipi3awsn2
2017-10-23 09:30:53+00:00,Terveystalo,#Etälääkäri apteekin yhteydessä helpottaa asiakkaan arkea #digilääkäri #apteekki #yhteistyö @Apteekkarifi https://t.co/vceT9bt5fY
2017-10-23 07:16:11+00:00,Apteekkarit,"Noin 15 #apteekki tarjoaa tilat #etälääkäri palvelulle - yleistyminen riippuu paljon tulevista #sote ratkaisuista 
https://t.co/cfe9lXalvr https://t.co/FceSI5plVA"
2017-10-18 21:11:22+00:00,AaltoUlla,Etälääkäri - so old school. #hologrammitohtori #carpediem https://t.co/13KyVRQSPf
2017-10-07 07:00:41+00:00,AavaLk,"Tuhat suomalaista tutkimus: 4% meistä käyttänyt etälääkäripalveluita, puolet olisi valmis niitä käyttämään. #etälääkäri #sotedigi #osaamo https://t.co/hPhZ53zgCN"
2017-10-05 11:40:45+00:00,MarikJavanainen,#Terveystalo'n chattilääkärit hoitavat 6000 potilasta kuukaudessa. #Etälääkäri'palveluita paljon vähemmän. #digitalisoituvaterveydenhuolto
2017-10-05 11:37:23+00:00,LeenaNieminen3,Etälääkäri tarjoaa lääkäripalvelut #kustannus'tehokkaasti. @Laakariliitto  @Apteekkarifi #terveys #sote #säästöt
2017-10-05 11:27:09+00:00,ErkkiKostiainen,Kokemuksia #etälääkäri'n vastaanotosta #apteekki'yhteydessä kertovat apt. Samuli Ojala ja @Terveystalo 'n Joni Suomi https://t.co/G3kNXvFJto
2017-09-28 08:13:53+00:00,AavaLk,"""Asiakkaat alkavat kokea etävastaanototkin omakseen."" - Aavan Minna Hoffström #etälääkäri #digitalisaatio 
https://t.co/iEoj3ffIPF"
2017-09-26 11:50:11+00:00,IlkkaManninen,@juliusmanni Meidän perheessä on jo nyt etälääkäri käytössä. Siihen lisää tekoälyä vaan. Otan ilomielin käyttöön Digitaaliset 24/7 terveyspalvelut 👍
2017-09-01 06:12:24+00:00,Allergia_astma,Chat-palvelut kasvavat terveydenhuollossa #terveys #etälääkäri #etäkäynti #mobiili https://t.co/iQ1YIwKVhr
2017-08-18 14:01:10+00:00,aronkyto,Tutkimus:#Telelääkäri #etälääkäri ei korvanut vastaanottoa eikä positiivisia terveysvaikutuksia. #sote #kriittisyys https://t.co/kwjmztG5ZE
2017-08-11 07:49:35+00:00,Apteekkarit,"Toisinaan huutaminen on parasta palvelua :) #apteekki #etälääkäri #terveyspiste #palvelu #kuulo #kajaani 
https://t.co/U7wVNoh16y https://t.co/28gd09IXZw"
2017-07-11 09:34:54+00:00,MikaKlemettinen,"@MehilainenOy: Etälääkäri ja -hoito tätä päivää, jatkossa #drone'lla lääkkeet kotiin ja #tekoäly'llä parempaa hoitoa! @Tekesfi #parempielämä https://t.co/YjgmN2Qs9G"
2017-07-11 09:31:37+00:00,TeaSuuronen,Etälääkäri-palvelut ovat jo tätä päivää. Annetaan lääkärin kohdata potilas koko tapaamisen ajan. #suomiareena @MehilainenOy #parempielämä https://t.co/DyqZvQfp6H
2017-07-11 06:39:51+00:00,SusannaKallama,"Etälääkäri, hoitajavastaanotto vai omalääkäri kasvokkain? Kaikki Annetaan asiakkaan valita Kysyntä ohjaa #yhdessä parempi #sote #SuomiAreena"
2017-06-26 06:18:18+00:00,AavaLk,Hyvää lomaa! Lue Aavan yleislääkäri Mikko Oikkosen vinkit  #matkaapteekki #terveysvinkit #rokotukset #etälääkäri https://t.co/OHyuVOjCge
2017-06-24 10:00:40+00:00,AavaLk,Leppoisaa juhannusta kaikille. Aavan etälääkärit päivystää kaiken varalle myös pyhinä...#juhannus #etälääkäri https://t.co/r6NDYA5jQv
2017-06-05 16:03:45+00:00,KatjaRepo,Tämän illan termitykityksessä vuorossa #etälääkäri #sotepotilas #kapitaatiokorvaus
2017-06-02 14:34:45+00:00,NinaLyly2,Aina on hyvä varautua - myös lomalla voi tarvita apua. #terveysvinkit #etälääkäri https://t.co/2RuI78TIfJ
2017-05-26 13:44:44+00:00,MtTiainen,"Etälääkärit mukaan Jyväskylän sote-kokeiluun https://t.co/A7ZCuZj0Ed 
#sote #valinnanvapaus #etälääkäri"
2017-05-17 12:53:15+00:00,Apteekkarit,"@MinnaIsoaho Tärkeä huomata, että etälääkäri ei ole apteekin liiketoimintaa - apteekki tarjoaa vain tilat sille. https://t.co/srk4PLJKgJ"
2017-05-16 10:55:36+00:00,Apteekkarit,4 #etälääkäri pistettä #kainuu #apteekki 'hin kirjoittaa @KainuunSanomat @Kainuunsote #sote #palvelu #digitalisaatio https://t.co/bKboyvKoTM https://t.co/YsTHqmKM8s
2017-05-15 13:29:40+00:00,JHerrainsilta,Nopeaa apua netistä #etälääkäri #terveys #digitaalisuus https://t.co/gY511J7HI1
2017-05-13 11:19:44+00:00,ErjaHelttunen,Etälääkäri tuli osaksi terveyspalveluja – Kela korvaa nyt hoidon https://t.co/u9NtdSgZIG
2017-05-11 06:53:07+00:00,Fingerroos,Nopeaa apua netistä #etälääkäri #terveys #digitaalisuus https://t.co/tQwJ1yu4Ng
2017-04-20 11:35:24+00:00,ArtoHolopainen,Oppina chat-vastaanottotoiminnasta: #etälääkäri'n työhön tulee olla hyvä perehdytys @Metsapaivi @Terveystalo #eHealth2017 @FSfTeHP https://t.co/mRTfn9sv0h
2017-04-19 17:07:07+00:00,AavaLk,Uusin erikoisala Aavan  etävastaanotolla on #gastroenterologia. Parhain osaaminen apunasi kotisohvalle. #etälääkäri https://t.co/r6NDYA5jQv
2017-04-16 11:50:39+00:00,NinaLyly2,Aavan etälääkäri auttaa - niin kotona kuin matkallakin. #lääkäriin #etälääkäri https://t.co/BlrIPRJBld
2017-04-12 17:12:06+00:00,JanneVirolainen,If Terveysneuvonta - Etälääkäri - If Suorakorvaus https://t.co/1WTjwWKmLy @IfVakuutus @IlkkaManninen https://t.co/E2yHL4eVGG
2017-04-07 14:28:53+00:00,MHelokunnas,Hyödyllinen ja kätevä palvelu pääsiäislomalle! #etälääkäri https://t.co/zPwRUnGVdc
2017-04-07 08:14:40+00:00,Fingerroos,Pääsiäislomallakin voit kysyä nettilääkäriltä neuvoa milloin vaan! #etälääkäri https://t.co/tibph07LEE
2017-04-07 08:10:08+00:00,JHerrainsilta,"Ensi kerralla kun sairastun, niin kokeilen etälääkäriä! #etälääkäri https://t.co/SVCiyfSwND https://t.co/bxGQIwJzYn"
2017-04-06 16:42:41+00:00,tommipal,Hyödyllinen ja kätevä palvelu pääsiäislomalle! #etälääkäri https://t.co/7SNUBrH0W1
2017-03-27 10:06:58+00:00,Apteekkarit,"Kunta sanoi kiitos! #terveysasema suljettiin, #apteekki avasi #terveyspiste 'en ja #etälääkäri palvelun #Lohja #sote
https://t.co/jplwMgf5H2 https://t.co/uN2K8cpETt"
2017-03-26 19:46:47+00:00,mlyytikai,"#Etälääkäri""n vastaanotolle apteekissa – ""Tämä ei poikkea #terveyskeskus'lääkärin työstä"" https://t.co/y10SxXWuzw"
2017-03-20 07:30:48+00:00,SiljaEisto,"Vielä on etälääkäri kokematta, mutta eilen orkideani sai hyvän etäarvion taitavalta kukkatohtorilta. Hyvin toimi! #digiaika #kuva #arvio"
2017-03-10 06:32:41+00:00,simovidgren,@JussiKurppa apteekkeihin etälääkäri- ja terveyspisteet
2017-02-23 07:20:37+00:00,ReponenJarmo,Kokenut etälääkäri Mauri Laakso kertoo omasta kokemuksestaan videolääkärinä. #pohjolanlääkäripäivät @UniOulu https://t.co/Esk7SGtcVJ
2017-01-29 07:36:24+00:00,Workgoeshappy,Uudet lääkärisovellukset: Chattaa lääkärin kanssa vaikka keskellä yötä https://t.co/OIO8dant6i #Etälääkäri
2017-01-26 21:11:48+00:00,nuuttifaari,@svuorikoski Etälääkäri? 😋@1Vitikainen @YouTube
2017-01-13 13:26:42+00:00,AKuivalainen,#vaihtoehto #etälääkäri https://t.co/LAqGhjpxUQ
2017-01-13 12:34:23+00:00,mattiwaananen,"Etälääkäri on vaihtoehto, jos täytyy päästä lääkäriin nopeasti,  eikä tarvitse fyysisiä tutkimuksia, ja asuu kaukana lääkäripalveluista"
2017-01-13 11:05:21+00:00,mattiwaananen,#Etälääkäri --- kun potilas on kaukana...
2017-01-13 10:02:44+00:00,ReponenJarmo,Sami Heistaro #Lääkäriliitto: #etälääkäri ottaa potilaasta ammatillisen vastuun. Koulutusta uusiin menetelmiin tarvitaan. #lääkäri2017
2017-01-11 10:58:09+00:00,mattiwaananen,Etälääkäri: asioita voi panna alulle netissä ja jatkohoito ongelman mukaan sitten perinteisemmin puhelimessa ja vastaanotolla #omahoitopolut
2017-01-11 10:00:08+00:00,mattiwaananen,Etälääkäri: asioita voi panna alulle netissä ja jatkohoito ongelman mukaan sitten perinteisemmin puhelimessa ja vastaanotolla
2017-01-10 12:46:09+00:00,mattiwaananen,Etälääkäri: asioita voi panna alulle netissä ja jatkohoito ongelman mukaan normaalisti vastaanotolla
2017-01-03 08:25:30+00:00,AnneLindn3,"Helsingin Sote  #etälääkäri kokeilu. 
https://t.co/xKXbsN27vl"
2016-12-22 15:21:05+00:00,rekkurumpali,"Lääkärin vastaanotolle pääsee nykyään kännykällä milloin vain. Lue, miten homma toimii #etälääkäri https://t.co/ymIc4J8nau https://t.co/4N6LCvtuv1"
2016-12-21 17:04:10+00:00,tiinajmaki,Etälääkäri asiakkaan luona  https://t.co/jdhRxKBilj
2016-11-29 19:04:31+00:00,fimedics24,Tähän uskotaan ja ollaan mukana. Maailmaluokan terveysteknologiaa. https://t.co/5DvvxheZyM #suominousuun #ehealth #etälääkäri #hetihoitoon
2016-11-23 07:45:01+00:00,MicrosoftSuomi,Julkishallinnon tulevaisuus? Kuule mitä se tarkoitti Joensuun kaupungille etälääkäri- ja sosiaalipalveluilla: https://t.co/V63M1MPmqm https://t.co/M3AF4Xmt8d
2016-11-04 08:54:01+00:00,PiikaFI,"Etälääkäri tuli osaksi terveyspalveluja – Kela korvaa nyt hoidon https://t.co/fS4EMeIzLZ

#Hoito #Kela #Terveys https://t.co/nP6PQiM6JB"
2016-11-03 08:43:48+00:00,sarirautio,#etälääkäri #omahäme Tulevaisuuden #sote on jo täällä! @hameenliitto kyllä meillä osataan! @IisakkiK @HannuJuvonen @KantaHameenSHP https://t.co/XM4G0ynHWn
2016-10-27 14:16:33+00:00,fimedics24,Ylilääkärimme Harri Selänne kertoo polven nivelrikosta  https://t.co/1Zj3HJFaKD https://t.co/NAnfnbOTTE #ehealth #sote #etälääkäri
2016-10-04 14:30:27+00:00,sari_kivinen,Etälääkäri kiinteään kuukausihintaan mihin vuorokauden aikaan tahansa. https://t.co/tOgx8XdPkk
2016-10-04 10:47:16+00:00,YITSuomi,#Mehiläinen ja #YIT tuovat #etälääkäri´palvelut YIT Koteihin. https://t.co/uERqEb1X5M https://t.co/YGCs2X1Zuc
2016-10-04 09:17:30+00:00,HMalmiva,#YIT ja #Mehiläinen tuovat lääkärin kotiin. #etälääkäri https://t.co/ITo3gLtrpI https://t.co/ZlrTB8gcyi käyttäjältä @cision
2016-09-22 11:39:41+00:00,MehilainenOy,"Tänään on #autotonpäivä. Muistathan, että #etälääkäri n vastaanotolle pääset vaikka kotisohvalta! Lue: https://t.co/gj5eFqsxjf #digiklinikka https://t.co/xe1bChypl4"
2016-09-19 04:11:48+00:00,RistoMartik,Suomalainen @MeeDocApp tuo #etälääkäri'n vastaanoton helppoon mobiilisovellukseen #uusityö https://t.co/xvRoMEQekM https://t.co/t9Vntjc1Jn
2016-09-18 06:00:08+00:00,PiikaFI,"Etälääkäri tuli osaksi terveyspalveluja – Kela korvaa nyt hoidon https://t.co/bLKd2NlQKh

#Lääkäri #Kela #Terveys https://t.co/EEOZT7TuQY"
2016-09-16 11:08:46+00:00,KKalsta,Seminaariväki pääsi etälääkäri Joni Suomen vastaanotolle apteekkari Samuli Ojalan avustuksella. #uudistuvaapteekki https://t.co/QkizMZPSuQ
2016-09-15 08:37:41+00:00,kustaa_o,"@MeeDocApp tuo #etälääkäri'n kännykkään, helposti ja nopeasti https://t.co/IlLW4Cxi6p https://t.co/EkLhVGMjGU"
2016-09-14 06:54:44+00:00,Eitzi63,Suomalainen @MeeDocApp tuo #etälääkäri'n vastaanoton helppoon mobiilisovellukseen #uusityö https://t.co/iqMmQZ9arv https://t.co/SANRqVL3dt
2016-09-13 10:15:14+00:00,TittaIrina,Suomalainen @MeeDocApp tuo #etälääkäri'n vastaanoton helppoon mobiilisovellukseen #uusityö https://t.co/ika7XxeJZC https://t.co/nLf8uO5fkG
