Päivämäärä,Käyttäjätunnus,Aihe,Twiitti,Suodatettu_Twiitti,Twiitti_englanniksi,Tunneluku,Tunneluokka
2020-05-05,2mitoy,A3,"Etävastaanotto otettiin käyttöön nopeasti Kymsotessa
”Tarve etävastaanotolle, muutoinkin kuin pandemiatilanteessa, on ollut ilmeisen odotettua"", sanoo Carita Vanhala Kymsotelta. 2M-IT haluaa ylpeänä kiittää koko työryhmää! https://t.co/sgAMlHTNpi
#digistilähellä #2mitoy #kymsote https://t.co/GMPgG8NmDg",etävastaanotto ottaa käyttö nopeasti kymsotessa tarve etävastaanotpo muutoinkin pandemiatilanteessa ilmeinen odotettu sanoa carita vanhala kymsotelta 2m-it haluta ylpeä kiittää koko työryhmä _ url _ digistilähellä kymsote _ url _,"Remote reception was quickly implemented in Kymsote
""The need for remote reception, even in a pandemic situation, has obviously been expected,"" says Carita Vanhala from Kymsote. 2M-IT would like to proudly thank the entire working group! https://t.co/sgAMlHTNpi
#digistilähällä #2mitoy #kymsote https://t.co/GMPgG8NmDg",0.8356,positiivinen
2020-04-30,silmaexpertit,A3,"Viihtyisää vappua ja kirkastuvaa kevätkesää Sinulle!

#vappu #kevät #kesä #silmät #näkö #silmäterveys #aurinkolasit #ilonähdä #silmälääkäri #optikko #etävastaanotto #verkkokauppa #silmäexpertit https://t.co/ztgW6DdvnL",vappu kirkastuva kevätkesä vappu kevät kesä silmä näkö silmäterveys aurinkolasit ilonähdä silmälääkäri optikko etävastaanotto verkkokauppa silmäexperti _ url _,"Happy May Day and bright spring summer to you!

#vappu #spring #summer #eyes #vision #eyehealth #sunglasses #happyeyes #ophthalmologist #optician #remotereception #webshop #eyeexpertit https://t.co/ztgW6DdvnL",0.8356,positiivinen
2020-04-30,Movendos,A3,"Etäpalvelujen tarve terveydenhuollossa, kuntoutuksessa ja sosiaalialalla kasvoi lähestulkoon yhdessä yössä. Oriveden lääkäriaseman Marjo Mikkola kertoo, miten Movendoksen etäpalveluiden avulla tehtiin vikkelä digiloikka. #terveys #etävastaanotto #korona
https://t.co/fo5agXuikc",etäpalvelu tarve terveydenhuollo kuntoutuksessa sosiaaliala kasvaa lähestulkoon yö oriveden lääkäriasema marjo mikkola kertoa miten movendos etäpalveluis apu tehdä vikkelä digiloikka terveys etävastaanotto koro _ url _,"The need for remote services in healthcare, rehabilitation and the social sector grew almost overnight. Marjo Mikkola from the Orivesi medical center tells how a clever digital leap was made with the help of Movendos' remote services. #health #remotereception #corona
https://t.co/fo5agXuikc",0.6908,positiivinen
2020-04-28,TervalaEva,A3,Etätapahtuma: Lukukoira Nekun etävastaanotto | Helmet https://t.co/r80HLHTKNQ,etätapahtuma lukukoira neku etävastaanotto helmet _ url _,Remote event: Reading dog Neku's remote reception | Beads https://t.co/r80HLHTKNQ,0.0,neutraali
2020-04-27,PaiviHnen,A3,"Etävastaanotto - Pohjois-Savon sairaanhoitopiiri, uusi mahdollisuus jatkaa pkl - potilastyötä kotona-aikana niin, että myös riskiryhmien asiat voidaan hoitaa. https://t.co/yZlm6vb0rq",etävastaanotto pohjois-savon sairaanhoitopiiri uusi mahdollisuus jatkaa pkl potilastyötä kotonaaika niin myös riskiryhma asia hoitaa _ url _,"Remote reception - Pohjois-Savo hospital district, a new opportunity to continue pkl - patient work at home so that cases of risk groups can also be taken care of. https://t.co/yZlm6vb0rq",0.5994,positiivinen
2020-04-27,Espoonhyte,A3,"Hammashoitoa etänä? Nyt se on mahdollista, kun @EspooEsbo'n hammashoito pilotoi videovastaanottoja muutamissa palveluissa. Testaa ja anna meille palautetta. #terveys #videovastaanotto #etävastaanotto #hyvinvoivaespoo https://t.co/K0yNIhOGH1",hammashoitoa etä nyt mahdollinen @espooesbo'n hammashoito pilotoa videovastaanotto palveluissa testa antaa palaute terveys videovastaanotto etävastaanotto _ url _,Remote dental care? Now it's possible when @EspooEsbo's dental care is piloting video receptions in a few services. Test and give us feedback. #terveys #videovastaanotto #retävastaanotto #hyvinvoivaespoo https://t.co/K0yNIhOGH1,0.7506,positiivinen
2020-04-27,Allergologi,A3,Etävastaanotto toimii ja on tullut jäädäkseen.,etävastaanotto toimia tulla jäädäknen,Remote reception works and is here to stay.,0.0,neutraali
2020-04-27,AnnetteKainu,A3,#Terveystalo jatkaa #avoindata julkaisua #NäinSuomiVoi jotta pystymme Suomessa jatkamaan #koronafi epidemian edetessä tietoon perustuvia päätöksiä. #etävastaanotto data täydentää tässä vaiheessa #korona raportointia ja jatkossa laajemmin digitalisaatiota: https://t.co/T3Y0SLZbGw,terveystalo jatkaa avoindata julkaisu näinsuomivoi pystyä suomi jatkaa koronafi epidemian edetä tieto perustua päätös etävastaanotto data täydentää vaihe koro raportointi jatko laajasti digitalisaatio _ url _,"#Terveystalo continues the #opendata publication #NäinSuomiVoi so that we can continue to make informed decisions in Finland as the #coronavirus epidemic progresses. #retävastaanotto data complements #corona reporting at this stage and, in the future, more extensive digitalization: https://t.co/T3Y0SLZbGw",0.0,neutraali
2020-04-26,unique_anonym,A3,"@lasleh @MaaritLeinonen @soininen_leena @THLorg @STM_Uutiset @SoteDigi Entä yleisvaarallisen taudin labrakokeet ja käynti terveyskeskuksessa? Kuka ne maksaa? 
Jokainen itse?
Jos niin on, niin ei ihme että ihan lieväoireiset eivät testeihin mene...
Kun ei testeihin pääse ja terveyskeskuslekuri (etävastaanotto?) maksaa = yhtä tyhjän kanssa.",@lasleh @maaritleinonen @soininen_leena @thlorg @stm_uutinen @sotedigi entä yleisvaarallinen tauti labrakoke käynti terveyskeskukse maksaa itse niin niin ihme ihan lieväoireinen testi mennä testi päästä terveyskeskuslekuri etävastaanotto maksaa = yhtä tyhjä,"@lasleh @MaaritLeinonen @soininen_leena @THLorg @STM_Uutiset @SoteDigi What about laboratory tests for a universally dangerous disease and a visit to the health center? Who pays them?
Everyone by themselves?
If that's the case, it's no wonder that people with mild symptoms don't get tested...
When you can't get to the tests and the health center reader (remote reception?) pays = same as empty.",-0.7941,negatiivinen
2020-04-25,AnnetteKainu,A3,"Video kertoo enemmän kuin tuhannet sanat - maski suojaa muita! Siksi terveydenhuollossa, hoiva- ja palvelualoilla ensisijaisesti työntekijöiden tulee käyttää maskia. Maskeista huolimatta oireisten nopea arvio #etävastaanotto, #testaus ja #pysykotona toimittava!  #koronafi",video kertoa enemmän tuhannet sana maski suojaa siksi terveydenhuollo hoiva palveluala ensisijaisesti työntekijöiden tulla käyttää maski maskeista oireinen nopea arvio etävastaanotto testaus pysykoto toimia koronafi,"A video says more than a thousand words - a mask protects others! That's why in healthcare, care and service sectors, primarily employees should wear a mask. Despite the masks, quick assessment of symptoms #remote reception, #testing and #stayathome working! #coronavirus",0.7256,positiivinen
2020-04-24,anu_pollari,A3,Näin toimintalinjat muuttuvat! Kaikki vaan noudattamaan tätä hyväksi havaittua #fysioterapeutin suoravastaanottomallia. Etävastaanotto myös mainio vaihtoehto.,näin toimintalinja muuttua vaan noudattaa hyvä havaittua fysioterapeuti suoravastaanottomalli etävastaanotto myös mainio vaihtoehto,This is how the lines of action change! All but to follow this well-proven #physiotherapist direct reception model. Remote reception is also a great option.,0.7871,positiivinen
2020-04-08,RiikkaElov,A3,#digiloikka #etävastaanotto https://t.co/oaKh6SQoUA asiakasportaalin kävijämäärät kaksinkertaistuneet alkuvuoden aikana: yli 600kpl videovastaanotto kahdessa viikossa #sote-palveluissa @Apotti_hanke,digiloikka etävastaanotto _ url _ asiakasportaali kävijämäärkä kaksinkertaistuneet alkuvuosi aika yli videovastaanotto viikko sote-palveluissa @apotti_hanke,#digiloikka #reception https://t.co/oaKh6SQoUA the number of visitors to the customer portal doubled during the beginning of the year: more than 600 video receptions in two weeks in #sote services @Apotti_hanke,0.0772,neutraali
2020-04-01,LHyssala,A3,"@KaiVuokko @MikaelJungner Samat sanat. Olen kyllä ihmetellyt, twitterissäkin, miksi etävastaanottoja ei ole enempää. Kävin jo joku vuosi sitten LähiTapiolan #etävastaanotto systeemiin tutustumassa. Oli edistyksellistä.",@kaivuokko @mikaeljungner sana kyllä ihmetellä twitterissäkin miksi etävastaanotta enempää käydä jo vuosi lähitapiola etävastaanotto systeemi tutustua edistyksell,"@KaiVuokko @MikaelJungner Same words. I've wondered, even on Twitter, why there aren't more remote receptions. A year ago, I visited LähiTapiola's #reception system to get to know it. It was progressive.",0.0,neutraali
2020-04-08,tuomo_arcturia,A3,"Näin koronapisarat leviävät! Ollaan tarkoja ja yritetään olla sairastumasta. Tehdään #etätöitä #etäkäyntejä #etävastaanotto _ja ollaan #videoneuvottelussa 

#koronavirus #koronafi #Finland #hyvinvointi #suomenyrittäjä #suomenyrittä…https://t.co/JNZAWbzdMI https://t.co/qxtXrbOgmX",näin koronapisara leviää ollaan tarka yrittää sairastumanen tehdä etätöitä etäkäynti etävastaanotto _ videoneuvottelu koronavirus koronafi finland hyvinvointi suomenyrittäjä suomenyri _ _ url _,"This is how corona droplets spread! Let's be careful and try not to get sick. Let's do #remotework #remotevisits #remotereception_and we are in #videoconferencing

#koronavirus #koronafi #Finland #wellbeing #suomenyrittäjä #suomenyrittä…https://t.co/JNZAWbzdMI https://t.co/qxtXrbOgmX",0.5565,positiivinen
2020-03-26,LahtiMari,A3,"@JKonttila Avohoidossa #mielenterveyspalvelut on paljon kehitettävää ja kenties #COVID2019fi osaltaan kirittää kehittämään palveuita kohti #digitalisaatio ja #etävastaanotto palveluita. Tärkein on potilas ja hänen hyvä hoito, jota osaava #henkilöstö tekee. #mielenterveys",@jkonttila avohoidossa mielenterveyspalvelu paljon kehitettävä kenties osa kirittää kehittää palveu digitalisaatio etävastaanotto palvelu tärkein potilas hyvä hoito osaava henkilöstö tehdä mielenterveys,"@JKonttila Outpatient #mental health services have a lot to develop and perhaps #COVID2019fi will push to develop services towards #digitalization and #remote reception services. The most important thing is the patient and his good treatment, which is done by skilled #personnel. #mental health",0.6115,positiivinen
2020-03-26,TaruManner,A3,#koronavirus tukee #etävastaanotto'jen käynnistämistä. #sote #digipalvelut nyt arvokkaita niin ammattilaisille kuin asiakkaille,koronavirus tukea etävastaanotto'jen käynnistäminen sote digipalvela nyt arvokas ammattilaisi asiakas,#coronavirus supports the launch of #remote receptions. #sote #digital services now valuable for both professionals and customers,0.6808,positiivinen
2020-03-26,Tays_sairaala,A3,"Osalle potilaista voidaan käynnin tilalle tarjota videovastaanottoa, ensimmäiset sairaalakäynnit etänä on nyt toteutettu  #omatays #digitalisaatio #etävastaanotto #tays  https://t.co/kBaWyL8Ewa",osa potilaista käynti tarjota videovastaanotto ensimmäinen sairaalakäynni etä nyt toteuttaa omatays digitalisaatio etävastaanotto tays _ url _,"Some patients can be offered a video appointment instead of a visit, the first remote hospital visits have now been implemented #omatays #digitalisaatio #etävastaanotto #tays https://t.co/kBaWyL8Ewa",0.0,neutraali
2020-03-25,IirisPelkonen,A3,"Etävastaanoton pitämisen helmiä on sekin, kun voi tutustua #lapsen kotieläimiin videonvälityksellä. Monenlaisiin karvaisisiin kavereita on jo tullut alkuviikosta tutustuttua. #lastenpsykiatria #etävastaanotto",etävastaanoton pitämisen helmi tutustua lapsi kotieläimä videonvälitykse monenlaisiin karvaisisiin kaveri jo tulla alkuviikonen tutustuttua lastenpsykiatri etävastaanotto,The gems of remote reception are also when you can get to know the #child's pets via video transmission. Many kinds of furry friends have already been introduced since the beginning of the week. #children's psychiatry #remote reception,0.4767,positiivinen
2020-03-24,AnnetteKainu,A3,"@Ruiskukkahattu @Terveystalo Ajanvaraus ei ole etälääkärin vahvinta osaamista, mutta yllä neuvotusti ajanvarauskoodin avulla verkkosivuilla ja soittamalla 030-6000. Aika on nyt myös mahdollista vaihtaa video- tai puhelinvastaanotoksi 👩🏼‍💻#etävastaanotto",@ruiskukkahata @terveystalo ajanvaraus etälääkärin vahvinta osaaminen yllä neuvotusti ajanvarauskooti apu verkkosivuilla soittaa 030-6000 aika nyt myös mahdollinen vaihtaa video puhelinvastaanoto _ emoji__emoji_‍_emoji_#etävastaanotto,"@Ruiskukkahattu @Terveystalo Making an appointment is not the remote doctor's strongest skill, but as advised above, use the appointment booking code on the website and call 030-6000. It is now also possible to change the time to video or phone reception 👩🏼‍💻#etävastaanotto",0.2382,neutraali
2020-03-24,pelituki,A3,Etävastaanotto palvelee myös Kuopion kriisikeskuksella! Ajanvaraus puhelimitse ma-to klo 8-10 p. 017 262 7733 tai nettiajanvaraus https://t.co/e0qTPdOcf6.💚 #apuajatukea #mielenterveys #hyvinvointi #keskusteluapua,etävastaanotto palvella myös kuopio kriisikeskuksella ajanvaraus puhelimitse ma-to klo nettiajanvaraus _ url _ apuajatukea mielenterveys hyvinvointi keskusteluapu,Remote reception is also available at the Kuopio crisis center! Appointment by phone Mon-Thurs at 8-10 p.m. 017 262 7733 or Online appointment https://t.co/e0qTPdOcf6.💚 #apuajatukea #mielenterveys #hyvinvointi #keskusteluapua,-0.6588,negatiivinen
2020-03-24,MiraViden,A3,"Koska etätyöpäivän ohessa joudun auttamaan lapsia koulujutuissa, niin joutuivat auttamaan minua työjutuissani. Testasimme miten #etävastaanotto toimii milläkin laitteella, niin saan käyttöohjeet kuntoon ammattilaisille, jotta saavat yhteydet nuorten kanssa käyttöön. 💪👍",etätyöpäivä auttaa lapsi koulujutui niin auttaa työjutuissa testasimme miten etävastaanotto toimia milläkin laittee niin saada käyttöohjeet kunto ammattilaisi saada yhteys nuori käyttö _ emoji__emoji _,"Since I have to help the children with school stuff in addition to the remote work day, they had to help me with my work stuff. We tested how #remote reception works on any device, so I can get the user manual right for professionals so they can use connections with young people. 💪👍",0.6597,positiivinen
2020-03-23,jaana_kyyra,A3,@mustahiili Tsemppiä. Etävastaanotto on kätevä. Meillä on työterveydessä chat-palvelu. Olen jo käyttänyt sitä kahdesti. Alkaa tuntua vanhanaikaiselta mennä sairaana vastaanotolle muiden sairaiden sekaan.,@mustahiili tsemppiä etävastaanotto kätevä työterveydessä chat-palvelu jo käyttää kahdesti alkaa tuntua vanhanaikaise mennä sairaana vastaanotto saira,@mustahiili Cheers. Remote reception is convenient. We have a chat service in occupational health. I've already used it twice. It's starting to feel old-fashioned to go to the doctor's office when you're sick among other sick people.,-0.5423,negatiivinen
2020-03-23,J_Sihvonen,A3,"Poikkeukselliset ajat tuovat terveydenhuoltoon nopeutetun digiloikan, joka muuttanee myös normaaliaikojen vastaanottokäytäntöjä merkittävästi. #etävastaanotto #lääkäri #vuorovaikutus #kohtaaminen  
https://t.co/E6XDWudtod",poikkeuksellinen aika tuoda terveydenhuolto nopeuttaa digiloikka muuttanee myös normaaliaiko vastaanottokäytäntö merkittävästi etävastaanotto lääkäri vuorovaikutus kohtaaminen _ url _,"Extraordinary times bring an accelerated digital leap to healthcare, which also significantly changes reception practices during normal times. #remotereception #doctor #interaction #encounter
https://t.co/E6XDWudtod",0.0,neutraali
2020-03-22,MiikkaP,A3,Etänä ja lähellä - ensi viikon potilaat soiteltu ja useimmille toimii etävastaanotto #unilääkäri #koronavirus,etänä ensi viikko potilas soitella useimmille toimia etävastaanotto unilääkäri koronavirus,Far and near - next week's patients have been called and remote reception works for most of them #unilääkäri #koronavirus,0.0,neutraali
2020-03-20,medixinecom,A3,"Olemme julkaisseet viestintäratkaisun vastaamaan nykytilanteen luomaan tarpeeseen. 

*vahva tunnistautuminen 
*CE-hyväksytty lääkinnällinen ratkaisu
*nopea käyttöönotto 
* valmiit, avoimet API-rajapinnat

#sote #viestintä  #etävastaanotto

https://t.co/5j142Mbzk8",julkaisseet viestintäratkaisu vastata nykytilanteen luoda tarpeeseen vahva tunnistautuminen ce-hyväksytty lääkinnällinen ratkaisu nopea käyttöönotto valmis avoimi apirajapinnat sote viestin etävastaanotto _ url _,"We have published a communication solution to meet the need created by the current situation.

*strong identification
*CE approved medical solution
*quick deployment
* ready-made, open API interfaces

#sote #communication #remote reception

https://t.co/5j142Mbzk8",0.8934,positiivinen
2020-03-20,RonkaRnk,A3,#etävastaanotto #lääkärikeskusaava #aava #FightCOVID19 #Finland #StayHome #naisUrologi https://t.co/SOtGit9wFJ,etävastaanotto lääkärikeskusaava aava fightcovid19 finland stayhome naisurologi _ url _,#etävastaanotto #lääkärikeskusaava #aava #FightCOVID19 #Finland #StayHome #naissurologist https://t.co/SOtGit9wFJ,0.0,neutraali
2020-03-19,JyriSaraste,A3,"@KatjaHuumo @oikeusmin Matkoilla, ei vastaanottoa... töissä, etävastaanotto. Tsemppiä. #onnittelut",@katjahuumo @oikeusmin matkoi vastaanotto työ etävastaanotto tsemppiä onnittelu,"@KatjaHuumo @oikeusmin Traveling, no reception... at work, remote reception. Good luck. #pat on the back",0.5719,positiivinen
2020-03-19,GrekinSatu,A3,"Oletko #sote-yritys? Voisiko tarjota hoitajan vastaanottoa etänä? Sille olisi kysyntää, ja se pitäisi sairastuneet pois terveyskeskuksista: Lue tästä, miten palvelusi vaikuttaisi sairastuneen #sosiaaliturva'an @KelaFpa #yrittäjät #etävastaanotto",oletko sote-yritys tarjota hoitaja vastaanotto etänä kysyntä sairastua pois terveyskeskuksis lukea miten palvelusi vaikuttaa sairastune sosiaaliturva'an @kelafpa yrittäjä etävastaanotto,"Are you a #sote company? Would it be possible to offer a nurse's reception remotely? There would be a demand for it, and it should keep sick people out of health centers: Read here how your service would affect the sick #sosiaaliturva' @KelaFpa #yrittäjät #etävastaanotto",-0.8156,negatiivinen
2020-03-18,tuomo_arcturia,A3,"Haluatko päivittää #etätyö, #videoneuvottelu, tai #verkkoneuvottelu ratkaisut?
Unohtamatta #etävastaanotto #etähoito tai #videoasiakaspalvelu ratkaisua #VideoChatAc

#etäkäynnillä #etäkäyntejä 

 #parempaakokoustamista #parempaaetätyötä
#Trueconnector  #a…https://t.co/xZwZNgSNXd",haluatko päivittää etätyö videoneuvottelu verkkoneuvottelu ratkaisu etävastaanotto etähoito videoasiakaspalvelu ratkaisu videochatac etäkäynnillä etäkäynti parempaakokoustami parempaaetätyö trueconnector a _,"Do you want to update #remotework, #videoconferencing, or #webconferencing solutions?
Without forgetting the #remote reception #remotecare or #videocustomerservice solution #VideoChatAc

#remotevisit #remotevisits

 #bettermeeting #betterwork
#Trueconnector #a…https://t.co/xZwZNgSNXd",0.5106,positiivinen
2020-03-18,NicoKluger,A3,Odotan että #etävastaanotto haku nouse Suomessa pian #korona:n takia #koronasuomi #Covid #Covid19 @THLorg @HUS_uutisoi  @amchelsinki @KariTikkinen   https://t.co/s4BBQOHmje,odotan etävastaanotto haku nouse suomi pian korona:n koronasuomi covid covid19 @thlorg @hus_uutisoi @amchelsinki @karitikkinen _ url _,I'm waiting for the #remote reception application to go up in Finland soon because of #corona #coronasuomi #Covid #Covid19 @THLorg @HUS_uutisoi @amchelsinki @KariTikkinen https://t.co/s4BBQOHmje,0.0,neutraali
2020-03-17,Leffakettu,A3,@mtkivela Etävastaanotto erittäin tärkeä. Ainakin eilen @Terveystalo´n etäpalvelut pois pelistä.,@mtkivela etävastaanotto erittäin tärkeä ainakin eilen @terveystalo n etäpalvelu pois peli,@mtkivela Remote reception very important. At least yesterday @Terveystalo's remote services were out of the game.,0.2716,neutraali
2020-03-17,mtkivela,A3,"Terveydenhoidossa on tällä hetkellä suhteellisen vakava ongelma. Lääkärien etävastaanotto on vielä aika kehittymätöntä, josta seuraa, että samaan paikkaan jonottaa sekä koronapotilaat että nämä paljon puhutut riskiryhmät. #etävastaanotto #terveydenhuolto",terveydenhoidossa hetki suhteellinen vakava ongelma lääkärien etävastaanotto vielä aika seurata paikka jonottaa koronapotilas paljon puhutut riskiryhmä etävastaanotto terveydenhuolto,"There is currently a relatively serious problem in healthcare. The remote reception of doctors is still quite undeveloped, which means that both corona patients and these much talked about risk groups are queuing up at the same place. #remotecare #healthcare",-0.6249,negatiivinen
2020-03-15,hemmalaiset,A3,@ChristaAhonen Vaikkapa näin! #päihdetyö #valinnanvapaus #oikeushoitoon #etäpalvelut #etävastaanotto https://t.co/C6bWGPIPfL,@christaahonen vaikkapa näin päihdetyö valinnanvapaus oikeushoito etäpalvela etävastaanotto _ url _,@ChristaAhonen Even so! #päihdetyö #valinnanvapaus #oikeushoitoon #etäpalvelut #etävastaanotto https://t.co/C6bWGPIPfL,0.0,neutraali
2020-03-11,AnnetteKainu,A3,@MerviSipila @mika_salminen @pekkasauri @THLorg Sairauspoissaolotodistus voidaan #KäypäHoito mukaisesti kirjoittaa myös #etävastaanotto jos poissaolon syy on etäyhteyden yli varmistettavissa. #Terveystalo #Lääkärichat kautta pääsee nopeasti arvioon vaikka kotisohvalta ja #videovastaanotto myös hyvin saatavilla!,@mervisipila @mika_salminen @pekkasauri @thlorg sairauspoissaolotodistus käypähoito mukaisesti kirjoittaa myös etävastaanotto poissaolo syy etäyhteys varmistettavissa terveystalo lääkärichat päästä nopeasti arvio kotisohva videovastaanotto myös hyvin saada,"@MerviSipila @mika_salminen @pekkasauri @THLorg In accordance with #KäypäHoito, the sickness absence certificate can also be written #remote reception if the reason for the absence can be confirmed over a remote connection. Through #Terveystalo #Lääkärichat you can quickly get an estimate even from the sofa at home and #video reception is also very available!",0.0,neutraali
2020-03-10,AnneJKoskela,A3,"Ja voisivatko ne työnantajat, joilla ei vielä työterveyshuollon sopimuksessaan ole etävastaanottoa, avata sen nyt edes väliaikaisesti työntekijöiden käyttöön? #työterveys #etävastaanotto",voisivatko työnantaja vielä työterveyshuollo sopimuksessa etävastaanotto avata nyt edes väliaikaisesti työntekijöis käyttö työterveys etävastaanotto,"And could those employers who do not yet have a remote reception in their occupational health care contract, open it now even temporarily for the use of employees? #työterveys #remote reception",0.4939,positiivinen
2020-03-05,Melaviestinta,A3,"Kipeytyikö nilkka hypätessäsi traktorista? Yltyykö kevätflunssa ja työstä selviytyminen huolettaa? Jos pystyt jatkamaan työssäsi, mutta mietit olisiko kuitenkin syytä käydä lääkärissä, voi etävastaanotto tuoda avun, ehdottaa Mela-asiamiehemme Pirkko https://t.co/04Pq4Kc0OQ",kipeytyikö nilkka hypätessästä traktori yltyykö kevätflunssa työ selviytyminen huolettaa pystyä jatkaa työssä mieti kuitenkin syy käydä lääkäri etävastaanotto tuoda apu ehdottaa mela-asiamiehemme pirkko _ url _,"Did your ankle hurt when you jumped off the tractor? Are you worried about the spring flu and coping with work? If you are able to continue with your work, but you are wondering whether you should still see a doctor, remote reception can bring help, suggests our Mela agent Pirkko https://t.co/04Pq4Kc0OQ",-0.1053,neutraali
2020-03-03,AnnetteKainu,A3,"#Terveystalo on avannut puhelinlinjan #korona neuvontaan 030-6339669
klo 8-20. Mikäli epäilet altistuneesi koronavirukselle, älä lähde päivystykseen tai varaa vastaanottoaikaa, soita ensin tai ota yhteys #Lääkärichat niin arvioimme tilanteesi ja saat ohjeet. #etävastaanotto https://t.co/07pt6MAh1k",terveystalo avata puhelinlinja koro neuvontaan 030-6339669 klo epäillä altistuneesi koronavirukse lähteä päivystykseen vara vastaanottoaika soittaa ensin ottaa yhteys lääkärichat niin arvioi tilanteesi saada ohje etävastaanotto _ url _,"#Terveystalo has opened a phone line for #corona counseling 030-6339669
from 8 a.m. to 8 p.m. If you suspect that you have been exposed to the coronavirus, do not go to the emergency room or make an appointment, call first or contact #Lääkärichat and we will assess your situation and give you instructions. #remote reception https://t.co/07pt6MAh1k",-0.6249,negatiivinen
2020-03-02,Maaninkavaara,A3,Reseptin voi uusia vaikka lentokentällä – Lääkärin #etävastaanotto kulkee mukana ulkomaille https://t.co/9ks9WLuzhn,resept uusi lentokenttä lääkär etävastaanotto kulkea ulkomaa _ url _,You can renew the prescription even at the airport - the doctor's #remote reception goes with you abroad https://t.co/9ks9WLuzhn,0.0,neutraali
2020-03-02,seija_seija,A3,"Muutos terveydenhuollossa on käynnissä. Hyrylän terveysasemalla valtaosa potilasta hoidetaan nykyään ilman, että potilas tulee vastaanotolle. Tavoite on, että noin 70 prosenttia asioista hoituisi etänä. #muutos #terveydenhuolto #etävastaanotto #sote https://t.co/AqD1BEggsu",muutos terveydenhuollko käynti hyrylä terveysasema valtaosa potilas hoitaa nykyään ilman potilas tulla vastaanotto tavoite noin prosentti asia hoitula etä muutos terveydenhuolto etävastaanotto _ url _,"Change in healthcare is underway. At Hyrylä health center, the vast majority of patients are treated today without the patient coming to the reception. The goal is for approximately 70 percent of things to be handled remotely. #mutos #terveydenhuolto #remotereception #sote https://t.co/AqD1BEggsu",0.0,neutraali
2020-03-02,mlyytikai,A3,"Jonoton #terveysasema? ”Perinteinen ajanvaraus lopetettiin, koska se todettiin toiminnaksi, joka ei hyödytä potilasta”. Tästä mallista kuullaan lisää toukokuussa #tervesos tapahtumassa https://t.co/Brei6O39PU #tulevaisuudensote #etävastaanotto #papata",jonoto terveysasema perinteinen ajanvaraus lopettaa todeta toiminta hyödyttää potilas malli kuullaan lisää toukokuu tervesos tapahtuma _ url _ tulevaisuudensote etävastaanotto papata,"No queue #health station? ""Traditional appointment booking was stopped because it was found to be an activity that does not benefit the patient"". We will hear more about this model in May at the #tervesos event https://t.co/Brei6O39PU #tulevaisuudensote #etävastaanotto #papata",-0.6788,negatiivinen
2020-03-01,AnnetteKainu,A3,"@aronkyto Näin digitaaliset palvelut toimivat ainakin #Terveystalo - kokenut yleislääkäri hoitaa heti ja loppuun asti ne jotka voi hoitaa #etävastaanotto ja ohjaa oikeaan palveluun loput, myös #korona kohdalla. Laatua seurataan sairauskertomustiedoista #Laatukirja2019 #parhaissakäsissä",@aronkyto näin digitaalinen palvelu toimia ainakin terveystalo kokea yleislääkäri hoitaa heti loppu hoitaa etävastaanotto ohjata oikea palvelu loppu myös koro kohta laatu seurata sairauskertomustiedoi parhaissakäsi,"@aronkyto This is how digital services work, at least #Terveystalo - an experienced general practitioner immediately and to the end takes care of those who can handle #remote reception and directs the rest to the right service, also for #corona. Quality is monitored from medical record information #Laatukirja2019 #parhaissakässä",0.4939,positiivinen
2020-02-29,AnnetteKainu,A3,Hengitysinfektioiden leviämisessä yksi keino on ylitse muiden -käsien pesu! #parhaissakäsissä Useimmat infektiot ovat lieviä ja hoituvat kotihoidossa. #etävastaanotto on nopea kanava lääkäriin #Terveystalo #Lääkärichat jos tarvitset neuvoja tai hoitoa https://t.co/LhPioCswXP https://t.co/nuZLHKkvKQ,hengitysinfektioiden leviämise keino käsi pesu parhaissakäsissä usea infektio lievä hoituvat kotihoidto etävastaanotto nopea kanava lääkäriin terveystalo lääkärichat tarvitnen neuvo hoito _ url _ _ url _,"In the spread of respiratory infections, one way is to wash your hands above all others! #parhaissakässä Most infections are mild and can be treated at home. #teleconsultation is a fast channel to the doctor #Terveystalo #Lääkärichat if you need advice or treatment https://t.co/LhPioCswXP https://t.co/nuZLHKkvKQ",0.0,neutraali
2020-02-18,mediuutiset,A3,"#Luona satsaa #etävastaanotto´ihin. Julkisella puolella etähoitamista on vasta hiukan raapaistu.
https://t.co/A0dJOilkGc",satsa etävastaanotto  julkinen puoli etähoitamista vasta hiukan raapaistu _ url _,"#Luona invests in #remote receptions. On the public side, remote care has only been scratched a little.
https://t.co/A0dJOilkGc",0.4939,positiivinen
2020-03-27,medixinecom,A3,"Our new communications tool was launched this week! The SaaS solution is based on our Medixine Suite to meet the urgent demand from healthcare in the current situation.

https://t.co/GURBOlc3yK

#telehealth #Telemedicine #chat #sote #etävastaanotto",our new launched this week the saas solutio is based our medixine suite to me the urgent demand healthcare in the current situation _ url _ telehealth telemedicine sote etävastaanotto,"Our new communications tool was launched this week! The SaaS solution is based on our Medixine Suite to meet the urgent demand from healthcare in the current situation.

https://t.co/GURBOlc3yK

#telehealth #Telemedicine #chat #sote #etävastaanotto",0.5255,positiivinen
